feature,importance,importance_share,feature_type
pixel_r07_c04,5.0,0.0005555555555555556,pixel
pixel_r02_c11,5.0,0.0005555555555555556,pixel
pixel_r26_c15,5.0,0.0005555555555555556,pixel
pixel_r28_c10,5.0,0.0005555555555555556,pixel
pixel_r16_c27,5.0,0.0005555555555555556,pixel
pixel_r16_c28,5.0,0.0005555555555555556,pixel
pixel_r14_c06,5.0,0.0005555555555555556,pixel
pixel_r28_c03,5.0,0.0005555555555555556,pixel
pixel_r00_c13,5.0,0.0005555555555555556,pixel
pixel_r00_c04,5.0,0.0005555555555555556,pixel
pixel_r28_c02,5.0,0.0005555555555555556,pixel
pixel_r07_c31,5.0,0.0005555555555555556,pixel
pixel_r00_c05,5.0,0.0005555555555555556,pixel
pixel_r15_c06,5.0,0.0005555555555555556,pixel
pixel_r27_c15,5.0,0.0005555555555555556,pixel
pixel_r15_c04,5.0,0.0005555555555555556,pixel
pixel_r15_c05,5.0,0.0005555555555555556,pixel
pixel_r16_c01,5.0,0.0005555555555555556,pixel
pixel_r15_c20,5.0,0.0005555555555555556,pixel
pixel_r30_c28,4.0,0.00044444444444444447,pixel
pixel_r00_c11,4.0,0.00044444444444444447,pixel
pixel_r30_c21,4.0,0.00044444444444444447,pixel
pixel_r24_c30,4.0,0.00044444444444444447,pixel
pixel_r24_c28,4.0,0.00044444444444444447,pixel
pixel_r25_c10,4.0,0.00044444444444444447,pixel
pixel_r24_c27,4.0,0.00044444444444444447,pixel
pixel_r24_c24,4.0,0.00044444444444444447,pixel
pixel_r17_c09,4.0,0.00044444444444444447,pixel
pixel_r16_c07,4.0,0.00044444444444444447,pixel
pixel_r16_c05,4.0,0.00044444444444444447,pixel
pixel_r13_c08,4.0,0.00044444444444444447,pixel
pixel_r25_c07,4.0,0.00044444444444444447,pixel
pixel_r24_c16,4.0,0.00044444444444444447,pixel
pixel_r11_c19,4.0,0.00044444444444444447,pixel
pixel_r03_c12,4.0,0.00044444444444444447,pixel
pixel_r03_c15,4.0,0.00044444444444444447,pixel
pixel_r24_c17,4.0,0.00044444444444444447,pixel
pixel_r17_c04,4.0,0.00044444444444444447,pixel
pixel_r14_c10,4.0,0.00044444444444444447,pixel
pixel_r14_c17,4.0,0.00044444444444444447,pixel
pixel_r12_c05,4.0,0.00044444444444444447,pixel
pixel_r01_c16,4.0,0.00044444444444444447,pixel
pixel_r17_c27,4.0,0.00044444444444444447,pixel
pixel_r17_c29,4.0,0.00044444444444444447,pixel
pixel_r30_c13,4.0,0.00044444444444444447,pixel
pixel_r30_c15,4.0,0.00044444444444444447,pixel
pixel_r27_c18,4.0,0.00044444444444444447,pixel
pixel_r01_c11,4.0,0.00044444444444444447,pixel
pixel_r10_c00,4.0,0.00044444444444444447,pixel
pixel_r09_c27,4.0,0.00044444444444444447,pixel
pixel_r08_c06,4.0,0.00044444444444444447,pixel
pixel_r10_c10,4.0,0.00044444444444444447,pixel
pixel_r23_c27,4.0,0.00044444444444444447,pixel
pixel_r23_c26,4.0,0.00044444444444444447,pixel
pixel_r23_c30,4.0,0.00044444444444444447,pixel
pixel_r09_c10,4.0,0.00044444444444444447,pixel
pixel_r13_c28,4.0,0.00044444444444444447,pixel
pixel_r11_c30,4.0,0.00044444444444444447,pixel
pixel_r08_c23,4.0,0.00044444444444444447,pixel
pixel_r11_c07,4.0,0.00044444444444444447,pixel
pixel_r10_c23,4.0,0.00044444444444444447,pixel
pixel_r11_c08,4.0,0.00044444444444444447,pixel
pixel_r10_c29,4.0,0.00044444444444444447,pixel
pixel_r18_c28,4.0,0.00044444444444444447,pixel
pixel_r31_c14,4.0,0.00044444444444444447,pixel
pixel_r00_c12,4.0,0.00044444444444444447,pixel
pixel_r28_c16,4.0,0.00044444444444444447,pixel
pixel_r31_c13,4.0,0.00044444444444444447,pixel
pixel_r06_c01,4.0,0.00044444444444444447,pixel
pixel_r17_c01,4.0,0.00044444444444444447,pixel
pixel_r05_c27,4.0,0.00044444444444444447,pixel
pixel_r30_c01,4.0,0.00044444444444444447,pixel
pixel_r16_c29,4.0,0.00044444444444444447,pixel
pixel_r05_c24,4.0,0.00044444444444444447,pixel
pixel_r28_c19,4.0,0.00044444444444444447,pixel
pixel_r15_c01,4.0,0.00044444444444444447,pixel
pixel_r24_c05,4.0,0.00044444444444444447,pixel
pixel_r00_c14,4.0,0.00044444444444444447,pixel
pixel_r31_c18,4.0,0.00044444444444444447,pixel
pixel_r31_c21,4.0,0.00044444444444444447,pixel
pixel_r06_c11,4.0,0.00044444444444444447,pixel
pixel_r06_c08,4.0,0.00044444444444444447,pixel
pixel_r07_c01,4.0,0.00044444444444444447,pixel
pixel_r21_c10,4.0,0.00044444444444444447,pixel
pixel_r07_c07,4.0,0.00044444444444444447,pixel
pixel_r06_c19,4.0,0.00044444444444444447,pixel
pixel_r20_c02,4.0,0.00044444444444444447,pixel
pixel_r20_c05,4.0,0.00044444444444444447,pixel
pixel_r19_c27,4.0,0.00044444444444444447,pixel
pixel_r22_c22,4.0,0.00044444444444444447,pixel
pixel_r26_c11,4.0,0.00044444444444444447,pixel
pixel_r02_c05,4.0,0.00044444444444444447,pixel
pixel_r00_c27,4.0,0.00044444444444444447,pixel
pixel_r27_c07,4.0,0.00044444444444444447,pixel
pixel_r27_c06,4.0,0.00044444444444444447,pixel
pixel_r08_c26,4.0,0.00044444444444444447,pixel
pixel_r28_c26,4.0,0.00044444444444444447,pixel
pixel_r22_c07,4.0,0.00044444444444444447,pixel
pixel_r22_c03,4.0,0.00044444444444444447,pixel
pixel_r22_c04,4.0,0.00044444444444444447,pixel
pixel_r06_c12,4.0,0.00044444444444444447,pixel
pixel_r05_c18,4.0,0.00044444444444444447,pixel
pixel_r06_c27,4.0,0.00044444444444444447,pixel
pixel_r08_c14,4.0,0.00044444444444444447,pixel
pixel_r23_c00,4.0,0.00044444444444444447,pixel
pixel_r22_c28,4.0,0.00044444444444444447,pixel
pixel_r05_c08,4.0,0.00044444444444444447,pixel
pixel_r01_c10,4.0,0.00044444444444444447,pixel
pixel_r27_c26,4.0,0.00044444444444444447,pixel
pixel_r27_c22,4.0,0.00044444444444444447,pixel
pixel_r26_c23,4.0,0.00044444444444444447,pixel
pixel_r26_c21,4.0,0.00044444444444444447,pixel
pixel_r30_c24,3.0,0.0003333333333333333,pixel
pixel_r03_c08,3.0,0.0003333333333333333,pixel
pixel_r03_c31,3.0,0.0003333333333333333,pixel
pixel_r00_c00,3.0,0.0003333333333333333,pixel
pixel_r14_c19,3.0,0.0003333333333333333,pixel
pixel_r14_c28,3.0,0.0003333333333333333,pixel
pixel_r29_c07,3.0,0.0003333333333333333,pixel
pixel_r24_c23,3.0,0.0003333333333333333,pixel
pixel_r14_c29,3.0,0.0003333333333333333,pixel
pixel_r14_c16,3.0,0.0003333333333333333,pixel
pixel_r14_c00,3.0,0.0003333333333333333,pixel
pixel_r13_c31,3.0,0.0003333333333333333,pixel
pixel_r14_c04,3.0,0.0003333333333333333,pixel
pixel_r12_c04,3.0,0.0003333333333333333,pixel
pixel_r12_c06,3.0,0.0003333333333333333,pixel
pixel_r24_c26,3.0,0.0003333333333333333,pixel
pixel_r25_c31,3.0,0.0003333333333333333,pixel
pixel_r26_c01,3.0,0.0003333333333333333,pixel
pixel_r24_c18,3.0,0.0003333333333333333,pixel
pixel_r24_c14,3.0,0.0003333333333333333,pixel
pixel_r07_c05,3.0,0.0003333333333333333,pixel
pixel_r27_c16,3.0,0.0003333333333333333,pixel
pixel_r20_c09,3.0,0.0003333333333333333,pixel
pixel_r08_c28,3.0,0.0003333333333333333,pixel
pixel_r01_c21,3.0,0.0003333333333333333,pixel
pixel_r22_c24,3.0,0.0003333333333333333,pixel
pixel_r19_c18,3.0,0.0003333333333333333,pixel
pixel_r05_c15,3.0,0.0003333333333333333,pixel
pixel_r05_c01,3.0,0.0003333333333333333,pixel
pixel_r23_c06,3.0,0.0003333333333333333,pixel
pixel_r26_c10,3.0,0.0003333333333333333,pixel
pixel_r26_c08,3.0,0.0003333333333333333,pixel
pixel_r09_c06,3.0,0.0003333333333333333,pixel
pixel_r28_c24,3.0,0.0003333333333333333,pixel
pixel_r27_c29,3.0,0.0003333333333333333,pixel
pixel_r11_c31,3.0,0.0003333333333333333,pixel
pixel_r12_c00,3.0,0.0003333333333333333,pixel
pixel_r18_c19,3.0,0.0003333333333333333,pixel
pixel_r10_c30,3.0,0.0003333333333333333,pixel
pixel_r09_c22,3.0,0.0003333333333333333,pixel
pixel_r18_c31,3.0,0.0003333333333333333,pixel
pixel_r08_c05,3.0,0.0003333333333333333,pixel
pixel_r10_c01,3.0,0.0003333333333333333,pixel
pixel_r03_c00,3.0,0.0003333333333333333,pixel
pixel_r23_c31,3.0,0.0003333333333333333,pixel
pixel_r03_c19,3.0,0.0003333333333333333,pixel
pixel_r04_c17,3.0,0.0003333333333333333,pixel
pixel_r04_c15,3.0,0.0003333333333333333,pixel
pixel_r21_c00,3.0,0.0003333333333333333,pixel
pixel_r06_c23,3.0,0.0003333333333333333,pixel
pixel_r20_c07,3.0,0.0003333333333333333,pixel
pixel_r19_c31,3.0,0.0003333333333333333,pixel
pixel_r06_c10,3.0,0.0003333333333333333,pixel
pixel_r07_c17,3.0,0.0003333333333333333,pixel
pixel_r07_c00,3.0,0.0003333333333333333,pixel
pixel_r08_c17,3.0,0.0003333333333333333,pixel
pixel_r02_c10,3.0,0.0003333333333333333,pixel
pixel_r20_c26,3.0,0.0003333333333333333,pixel
pixel_r26_c24,3.0,0.0003333333333333333,pixel
pixel_r04_c25,3.0,0.0003333333333333333,pixel
pixel_r04_c19,3.0,0.0003333333333333333,pixel
pixel_r04_c24,3.0,0.0003333333333333333,pixel
pixel_r05_c11,3.0,0.0003333333333333333,pixel
pixel_r26_c27,3.0,0.0003333333333333333,pixel
pixel_r29_c00,3.0,0.0003333333333333333,pixel
pixel_r01_c02,3.0,0.0003333333333333333,pixel
pixel_r06_c13,3.0,0.0003333333333333333,pixel
pixel_r21_c28,3.0,0.0003333333333333333,pixel
pixel_r26_c29,3.0,0.0003333333333333333,pixel
pixel_r28_c28,3.0,0.0003333333333333333,pixel
pixel_r05_c30,3.0,0.0003333333333333333,pixel
pixel_r22_c02,3.0,0.0003333333333333333,pixel
pixel_r05_c26,3.0,0.0003333333333333333,pixel
pixel_r30_c00,3.0,0.0003333333333333333,pixel
pixel_r28_c15,3.0,0.0003333333333333333,pixel
pixel_r28_c12,3.0,0.0003333333333333333,pixel
pixel_r31_c16,3.0,0.0003333333333333333,pixel
pixel_r01_c31,3.0,0.0003333333333333333,pixel
pixel_r28_c06,3.0,0.0003333333333333333,pixel
pixel_r31_c09,3.0,0.0003333333333333333,pixel
pixel_r31_c10,2.0,0.00022222222222222223,pixel
pixel_r31_c17,2.0,0.00022222222222222223,pixel
pixel_r02_c00,2.0,0.00022222222222222223,pixel
pixel_r28_c11,2.0,0.00022222222222222223,pixel
pixel_r30_c30,2.0,0.00022222222222222223,pixel
pixel_r31_c20,2.0,0.00022222222222222223,pixel
pixel_r31_c22,2.0,0.00022222222222222223,pixel
pixel_r31_c30,2.0,0.00022222222222222223,pixel
pixel_r31_c07,2.0,0.00022222222222222223,pixel
pixel_r31_c08,2.0,0.00022222222222222223,pixel
pixel_r15_c17,2.0,0.00022222222222222223,pixel
pixel_r16_c24,2.0,0.00022222222222222223,pixel
pixel_r30_c20,2.0,0.00022222222222222223,pixel
pixel_r31_c00,2.0,0.00022222222222222223,pixel
pixel_r05_c19,2.0,0.00022222222222222223,pixel
pixel_r05_c21,2.0,0.00022222222222222223,pixel
pixel_r05_c23,2.0,0.00022222222222222223,pixel
pixel_r30_c05,2.0,0.00022222222222222223,pixel
pixel_r05_c02,2.0,0.00022222222222222223,pixel
pixel_r26_c30,2.0,0.00022222222222222223,pixel
pixel_r26_c31,2.0,0.00022222222222222223,pixel
pixel_r27_c00,2.0,0.00022222222222222223,pixel
pixel_r28_c27,2.0,0.00022222222222222223,pixel
pixel_r28_c29,2.0,0.00022222222222222223,pixel
pixel_r29_c01,2.0,0.00022222222222222223,pixel
pixel_r06_c16,2.0,0.00022222222222222223,pixel
pixel_r06_c24,2.0,0.00022222222222222223,pixel
pixel_r06_c30,2.0,0.00022222222222222223,pixel
pixel_r06_c05,2.0,0.00022222222222222223,pixel
pixel_r06_c09,2.0,0.00022222222222222223,pixel
pixel_r26_c28,2.0,0.00022222222222222223,pixel
pixel_r22_c31,2.0,0.00022222222222222223,pixel
pixel_r29_c24,2.0,0.00022222222222222223,pixel
pixel_r29_c28,2.0,0.00022222222222222223,pixel
pixel_r29_c29,2.0,0.00022222222222222223,pixel
pixel_r29_c31,2.0,0.00022222222222222223,pixel
pixel_r01_c05,2.0,0.00022222222222222223,pixel
pixel_r01_c07,2.0,0.00022222222222222223,pixel
pixel_r01_c09,2.0,0.00022222222222222223,pixel
pixel_r27_c19,2.0,0.00022222222222222223,pixel
pixel_r27_c27,2.0,0.00022222222222222223,pixel
pixel_r26_c18,2.0,0.00022222222222222223,pixel
pixel_r20_c27,2.0,0.00022222222222222223,pixel
pixel_r20_c28,2.0,0.00022222222222222223,pixel
pixel_r06_c22,2.0,0.00022222222222222223,pixel
pixel_r07_c02,2.0,0.00022222222222222223,pixel
pixel_r30_c09,2.0,0.00022222222222222223,pixel
pixel_r30_c14,2.0,0.00022222222222222223,pixel
pixel_r27_c14,2.0,0.00022222222222222223,pixel
pixel_r26_c09,2.0,0.00022222222222222223,pixel
pixel_r26_c13,2.0,0.00022222222222222223,pixel
pixel_r26_c14,2.0,0.00022222222222222223,pixel
pixel_r26_c16,2.0,0.00022222222222222223,pixel
pixel_r02_c04,2.0,0.00022222222222222223,pixel
pixel_r04_c29,2.0,0.00022222222222222223,pixel
pixel_r04_c04,2.0,0.00022222222222222223,pixel
pixel_r01_c22,2.0,0.00022222222222222223,pixel
pixel_r27_c05,2.0,0.00022222222222222223,pixel
pixel_r00_c23,2.0,0.00022222222222222223,pixel
pixel_r00_c30,2.0,0.00022222222222222223,pixel
pixel_r08_c29,2.0,0.00022222222222222223,pixel
pixel_r08_c30,2.0,0.00022222222222222223,pixel
pixel_r09_c01,2.0,0.00022222222222222223,pixel
pixel_r19_c24,2.0,0.00022222222222222223,pixel
pixel_r19_c26,2.0,0.00022222222222222223,pixel
pixel_r22_c23,2.0,0.00022222222222222223,pixel
pixel_r22_c27,2.0,0.00022222222222222223,pixel
pixel_r29_c09,2.0,0.00022222222222222223,pixel
pixel_r23_c29,2.0,0.00022222222222222223,pixel
pixel_r02_c07,2.0,0.00022222222222222223,pixel
pixel_r02_c30,2.0,0.00022222222222222223,pixel
pixel_r03_c01,2.0,0.00022222222222222223,pixel
pixel_r10_c06,2.0,0.00022222222222222223,pixel
pixel_r09_c02,2.0,0.00022222222222222223,pixel
pixel_r28_c20,2.0,0.00022222222222222223,pixel
pixel_r01_c20,2.0,0.00022222222222222223,pixel
pixel_r13_c27,2.0,0.00022222222222222223,pixel
pixel_r19_c06,2.0,0.00022222222222222223,pixel
pixel_r12_c01,2.0,0.00022222222222222223,pixel
pixel_r18_c30,2.0,0.00022222222222222223,pixel
pixel_r25_c27,2.0,0.00022222222222222223,pixel
pixel_r25_c28,2.0,0.00022222222222222223,pixel
pixel_r24_c22,2.0,0.00022222222222222223,pixel
pixel_r01_c12,2.0,0.00022222222222222223,pixel
pixel_r29_c06,2.0,0.00022222222222222223,pixel
pixel_r17_c30,2.0,0.00022222222222222223,pixel
pixel_r18_c00,2.0,0.00022222222222222223,pixel
pixel_r18_c01,2.0,0.00022222222222222223,pixel
pixel_r12_c23,2.0,0.00022222222222222223,pixel
pixel_r12_c30,2.0,0.00022222222222222223,pixel
pixel_r13_c00,2.0,0.00022222222222222223,pixel
pixel_r18_c04,2.0,0.00022222222222222223,pixel
pixel_r17_c05,2.0,0.00022222222222222223,pixel
pixel_r16_c17,2.0,0.00022222222222222223,pixel
pixel_r15_c02,2.0,0.00022222222222222223,pixel
pixel_r15_c03,2.0,0.00022222222222222223,pixel
pixel_r13_c30,2.0,0.00022222222222222223,pixel
pixel_r25_c04,2.0,0.00022222222222222223,pixel
pixel_r25_c11,2.0,0.00022222222222222223,pixel
pixel_r02_c26,2.0,0.00022222222222222223,pixel
pixel_r25_c01,2.0,0.00022222222222222223,pixel
pixel_r03_c02,2.0,0.00022222222222222223,pixel
pixel_r03_c05,2.0,0.00022222222222222223,pixel
pixel_r03_c07,2.0,0.00022222222222222223,pixel
pixel_r30_c22,2.0,0.00022222222222222223,pixel
pixel_r31_c01,2.0,0.00022222222222222223,pixel
pixel_r30_c25,2.0,0.00022222222222222223,pixel
pixel_r30_c26,2.0,0.00022222222222222223,pixel
pixel_r00_c01,2.0,0.00022222222222222223,pixel
pixel_r30_c29,1.0,0.00011111111111111112,pixel
pixel_r30_c27,1.0,0.00011111111111111112,pixel
pixel_r30_c18,1.0,0.00011111111111111112,pixel
pixel_r16_c31,1.0,0.00011111111111111112,pixel
pixel_r16_c30,1.0,0.00011111111111111112,pixel
pixel_r31_c05,1.0,0.00011111111111111112,pixel
pixel_r31_c03,1.0,0.00011111111111111112,pixel
pixel_r31_c02,1.0,0.00011111111111111112,pixel
pixel_r31_c31,1.0,0.00011111111111111112,pixel
pixel_r31_c28,1.0,0.00011111111111111112,pixel
pixel_r31_c27,1.0,0.00011111111111111112,pixel
pixel_r00_c17,1.0,0.00011111111111111112,pixel
pixel_r04_c01,1.0,0.00011111111111111112,pixel
pixel_r04_c00,1.0,0.00011111111111111112,pixel
pixel_r03_c30,1.0,0.00011111111111111112,pixel
pixel_r03_c03,1.0,0.00011111111111111112,pixel
pixel_r25_c00,1.0,0.00011111111111111112,pixel
pixel_r24_c31,1.0,0.00011111111111111112,pixel
pixel_r24_c29,1.0,0.00011111111111111112,pixel
pixel_r02_c25,1.0,0.00011111111111111112,pixel
pixel_r02_c24,1.0,0.00011111111111111112,pixel
pixel_r02_c23,1.0,0.00011111111111111112,pixel
pixel_r02_c22,1.0,0.00011111111111111112,pixel
pixel_r02_c21,1.0,0.00011111111111111112,pixel
pixel_r25_c17,1.0,0.00011111111111111112,pixel
pixel_r25_c08,1.0,0.00011111111111111112,pixel
pixel_r25_c02,1.0,0.00011111111111111112,pixel
pixel_r29_c08,1.0,0.00011111111111111112,pixel
pixel_r29_c05,1.0,0.00011111111111111112,pixel
pixel_r29_c04,1.0,0.00011111111111111112,pixel
pixel_r29_c02,1.0,0.00011111111111111112,pixel
pixel_r01_c17,1.0,0.00011111111111111112,pixel
pixel_r24_c07,1.0,0.00011111111111111112,pixel
pixel_r26_c02,1.0,0.00011111111111111112,pixel
pixel_r26_c00,1.0,0.00011111111111111112,pixel
pixel_r25_c30,1.0,0.00011111111111111112,pixel
pixel_r25_c29,1.0,0.00011111111111111112,pixel
pixel_r25_c23,1.0,0.00011111111111111112,pixel
pixel_r02_c29,1.0,0.00011111111111111112,pixel
pixel_r03_c25,1.0,0.00011111111111111112,pixel
pixel_r23_c25,1.0,0.00011111111111111112,pixel
pixel_r04_c14,1.0,0.00011111111111111112,pixel
pixel_r29_c22,1.0,0.00011111111111111112,pixel
pixel_r29_c21,1.0,0.00011111111111111112,pixel
pixel_r29_c16,1.0,0.00011111111111111112,pixel
pixel_r29_c15,1.0,0.00011111111111111112,pixel
pixel_r22_c26,1.0,0.00011111111111111112,pixel
pixel_r04_c13,1.0,0.00011111111111111112,pixel
pixel_r04_c06,1.0,0.00011111111111111112,pixel
pixel_r23_c09,1.0,0.00011111111111111112,pixel
pixel_r23_c02,1.0,0.00011111111111111112,pixel
pixel_r04_c28,1.0,0.00011111111111111112,pixel
pixel_r03_c26,1.0,0.00011111111111111112,pixel
pixel_r02_c03,1.0,0.00011111111111111112,pixel
pixel_r26_c05,1.0,0.00011111111111111112,pixel
pixel_r29_c27,1.0,0.00011111111111111112,pixel
pixel_r29_c25,1.0,0.00011111111111111112,pixel
pixel_r29_c23,1.0,0.00011111111111111112,pixel
pixel_r04_c26,1.0,0.00011111111111111112,pixel
pixel_r04_c18,1.0,0.00011111111111111112,pixel
pixel_r22_c29,1.0,0.00011111111111111112,pixel
pixel_r05_c06,1.0,0.00011111111111111112,pixel
pixel_r05_c04,1.0,0.00011111111111111112,pixel
pixel_r05_c29,1.0,0.00011111111111111112,pixel
pixel_r30_c04,1.0,0.00011111111111111112,pixel
pixel_r22_c01,1.0,0.00011111111111111112,pixel
pixel_r22_c00,1.0,0.00011111111111111112,pixel
pixel_r21_c30,1.0,0.00011111111111111112,pixel
pixel_r21_c29,1.0,0.00011111111111111112,pixel
pixel_r06_c14,1.0,0.00011111111111111112,pixel
pixel_r01_c04,1.0,0.00011111111111111112,pixel
pixel_r01_c03,1.0,0.00011111111111111112,pixel
pixel_r26_c26,1.0,0.00011111111111111112,pixel
pixel_r07_c09,1.0,0.00011111111111111112,pixel
pixel_r06_c04,1.0,0.00011111111111111112,pixel
pixel_r06_c02,1.0,0.00011111111111111112,pixel
pixel_r21_c02,1.0,0.00011111111111111112,pixel
pixel_r06_c31,1.0,0.00011111111111111112,pixel
pixel_r06_c29,1.0,0.00011111111111111112,pixel
pixel_r07_c24,1.0,0.00011111111111111112,pixel
pixel_r08_c12,1.0,0.00011111111111111112,pixel
pixel_r06_c28,1.0,0.00011111111111111112,pixel
pixel_r20_c25,1.0,0.00011111111111111112,pixel
pixel_r20_c22,1.0,0.00011111111111111112,pixel
pixel_r27_c25,1.0,0.00011111111111111112,pixel
pixel_r27_c17,1.0,0.00011111111111111112,pixel
pixel_r27_c13,1.0,0.00011111111111111112,pixel
pixel_r27_c12,1.0,0.00011111111111111112,pixel
pixel_r30_c12,1.0,0.00011111111111111112,pixel
pixel_r07_c08,1.0,0.00011111111111111112,pixel
pixel_r07_c29,1.0,0.00011111111111111112,pixel
pixel_r07_c28,1.0,0.00011111111111111112,pixel
pixel_r07_c27,1.0,0.00011111111111111112,pixel
pixel_r20_c00,1.0,0.00011111111111111112,pixel
pixel_r00_c29,1.0,0.00011111111111111112,pixel
pixel_r30_c17,1.0,0.00011111111111111112,pixel
pixel_r27_c11,1.0,0.00011111111111111112,pixel
pixel_r27_c04,1.0,0.00011111111111111112,pixel
pixel_r01_c30,1.0,0.00011111111111111112,pixel
pixel_r01_c29,1.0,0.00011111111111111112,pixel
pixel_r01_c27,1.0,0.00011111111111111112,pixel
pixel_r01_c19,1.0,0.00011111111111111112,pixel
pixel_r28_c01,1.0,0.00011111111111111112,pixel
pixel_r09_c03,1.0,0.00011111111111111112,pixel
pixel_r09_c30,1.0,0.00011111111111111112,pixel
pixel_r09_c29,1.0,0.00011111111111111112,pixel
pixel_r09_c26,1.0,0.00011111111111111112,pixel
pixel_r10_c11,1.0,0.00011111111111111112,pixel
pixel_r20_c01,1.0,0.00011111111111111112,pixel
pixel_r12_c27,1.0,0.00011111111111111112,pixel
pixel_r10_c05,1.0,0.00011111111111111112,pixel
pixel_r10_c03,1.0,0.00011111111111111112,pixel
pixel_r13_c22,1.0,0.00011111111111111112,pixel
pixel_r11_c24,1.0,0.00011111111111111112,pixel
pixel_r13_c01,1.0,0.00011111111111111112,pixel
pixel_r12_c31,1.0,0.00011111111111111112,pixel
pixel_r14_c27,1.0,0.00011111111111111112,pixel
pixel_r17_c31,1.0,0.00011111111111111112,pixel
pixel_r13_c04,1.0,0.00011111111111111112,pixel
pixel_r15_c29,1.0,0.00011111111111111112,pixel
pixel_r17_c06,1.0,0.00011111111111111112,pixel
pixel_r15_c00,1.0,0.00011111111111111112,pixel
pixel_r31_c15,1.0,0.00011111111111111112,pixel
pixel_r31_c11,1.0,0.00011111111111111112,pixel
pixel_r30_c31,1.0,0.00011111111111111112,pixel
pixel_r00_c16,0.0,0.0,pixel
pixel_r31_c29,0.0,0.0,pixel
width,0.0,0.0,metadata
height,0.0,0.0,metadata
pixel_r31_c04,0.0,0.0,pixel
pixel_r31_c06,0.0,0.0,pixel
pixel_r31_c12,0.0,0.0,pixel
pixel_r02_c01,0.0,0.0,pixel
pixel_r28_c04,0.0,0.0,pixel
pixel_r28_c05,0.0,0.0,pixel
pixel_r28_c07,0.0,0.0,pixel
pixel_r28_c08,0.0,0.0,pixel
pixel_r28_c13,0.0,0.0,pixel
pixel_r27_c28,0.0,0.0,pixel
pixel_r27_c30,0.0,0.0,pixel
pixel_r28_c00,0.0,0.0,pixel
pixel_r01_c23,0.0,0.0,pixel
pixel_r01_c24,0.0,0.0,pixel
pixel_r01_c26,0.0,0.0,pixel
pixel_r01_c28,0.0,0.0,pixel
pixel_r02_c09,0.0,0.0,pixel
pixel_r27_c01,0.0,0.0,pixel
pixel_r27_c02,0.0,0.0,pixel
pixel_r27_c03,0.0,0.0,pixel
pixel_r28_c30,0.0,0.0,pixel
pixel_r28_c31,0.0,0.0,pixel
pixel_r26_c03,0.0,0.0,pixel
pixel_r26_c17,0.0,0.0,pixel
pixel_r02_c02,0.0,0.0,pixel
pixel_r02_c08,0.0,0.0,pixel
pixel_r02_c27,0.0,0.0,pixel
pixel_r02_c28,0.0,0.0,pixel
pixel_r02_c31,0.0,0.0,pixel
pixel_r25_c03,0.0,0.0,pixel
pixel_r03_c04,0.0,0.0,pixel
pixel_r03_c06,0.0,0.0,pixel
pixel_r03_c28,0.0,0.0,pixel
pixel_r03_c29,0.0,0.0,pixel
pixel_r24_c02,0.0,0.0,pixel
pixel_r24_c03,0.0,0.0,pixel
pixel_r29_c03,0.0,0.0,pixel
pixel_r29_c14,0.0,0.0,pixel
pixel_r03_c18,0.0,0.0,pixel
pixel_r03_c23,0.0,0.0,pixel
pixel_r03_c24,0.0,0.0,pixel
pixel_r03_c27,0.0,0.0,pixel
pixel_r04_c27,0.0,0.0,pixel
pixel_r04_c30,0.0,0.0,pixel
pixel_r04_c31,0.0,0.0,pixel
pixel_r05_c00,0.0,0.0,pixel
pixel_r04_c02,0.0,0.0,pixel
pixel_r04_c03,0.0,0.0,pixel
pixel_r04_c05,0.0,0.0,pixel
pixel_r22_c30,0.0,0.0,pixel
pixel_r29_c26,0.0,0.0,pixel
pixel_r29_c30,0.0,0.0,pixel
pixel_r30_c02,0.0,0.0,pixel
pixel_r30_c03,0.0,0.0,pixel
pixel_r30_c06,0.0,0.0,pixel
pixel_r05_c28,0.0,0.0,pixel
pixel_r05_c31,0.0,0.0,pixel
pixel_r05_c03,0.0,0.0,pixel
pixel_r05_c05,0.0,0.0,pixel
pixel_r21_c05,0.0,0.0,pixel
pixel_r06_c03,0.0,0.0,pixel
pixel_r20_c24,0.0,0.0,pixel
pixel_r21_c01,0.0,0.0,pixel
pixel_r07_c03,0.0,0.0,pixel
pixel_r30_c10,0.0,0.0,pixel
pixel_r30_c11,0.0,0.0,pixel
pixel_r00_c21,0.0,0.0,pixel
pixel_r00_c28,0.0,0.0,pixel
pixel_r00_c31,0.0,0.0,pixel
pixel_r01_c00,0.0,0.0,pixel
pixel_r19_c28,0.0,0.0,pixel
pixel_r19_c30,0.0,0.0,pixel
pixel_r19_c04,0.0,0.0,pixel
pixel_r11_c02,0.0,0.0,pixel
pixel_r10_c26,0.0,0.0,pixel
pixel_r18_c27,0.0,0.0,pixel
pixel_r12_c28,0.0,0.0,pixel
pixel_r18_c05,0.0,0.0,pixel
pixel_r14_c01,0.0,0.0,pixel
pixel_r14_c30,0.0,0.0,pixel
pixel_r14_c31,0.0,0.0,pixel
pixel_r16_c06,0.0,0.0,pixel
pixel_r15_c30,0.0,0.0,pixel
pixel_r16_c00,0.0,0.0,pixel
pixel_r17_c00,0.0,0.0,pixel
pixel_r01_c01,0.0,0.0,pixel
pixel_r30_c19,0.0,0.0,pixel
pixel_r00_c03,0.0,0.0,pixel
pixel_r00_c02,0.0,0.0,pixel
